name,scholarship_type,eligible_region,description,eligibility,funding_amount,deadline,contact,application_url,source,url,data_quality_score,scrape_date
"Master and Short Term Executive Training Programme Under JISPA in Japan, 2017",Government,International,"Master and Short Term Executive Training Programme are open for Asian students. These awards are funded by the government of Japan and administered by the International Monetary Fund (IMF). The aim of the program is to support excellent applicants of Asia. The government of Japan, administered by the International Monetary Fund (IMF) objective is to contribute to institutional capacity building in economic policymaking to promote the sustainable growth of emerging and developing economies in Asi",Number of Scholarships: Not known Scholarship can be taken in Japan Eligibility: Applicants must meet the following eligibility requirements: Applicants must be nationals of Asia Nationality: Asian,N/A,N/A,Applicants can apply via email.,https://scholarship-positions.com/master-short-term-executive-training-progamme-jispa-japan/2017/09/23/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:25:03.022481
"Fully Funded Master Scholarships at KDI School of Public Policy & Management in Korea, 2018",Need-Based,Unknown,Colombo Plan Secretariat and KDI School are delighted to offer Master’s Programs under Colombo Plan Secretariat and KDI School Scholarship for 12 months in Korea. The scholarship is awarded to students from Colombo Plan member countries. The KDI School offers PhD in Public Policy degree and PhD in Development Policy degree. The goal of the PhD program is to prepare qualified candidates to produce cutting-edge research in their chosen field and to equip them with the skills they need to ascend to,College Admission Requirement Entrance Requirements: Students must have a bachelor’s degree holder from an accredited college or university (min,N/A,N/A,Kindly submit the documents as per KDI’s requirements. The candidates are required to apply online a,https://scholarship-positions.com/fully-funded-master-scholarships-kdi-school-public-policy-management-korea/2017/09/22/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:25:15.589255
"LUMS Fully-Funded MBA Scholarships for International Students in Pakistan, 2020",Merit-Based,International,"The Lahore University of Management Sciences is now accepting applications for Fully-Funded MBA Scholarships for International Students in Pakistan. The scholarship provides 100% refund of GRE/GMAT fee to all admitted students. The Masters of Business Administration (MBA) programme at the Suleman Dawood School of Business (SDSB) at LUMS provides an intense and demanding academic experience, involving two years of full-time study. The programme aims at developing global business leaders – individ",It offers: Admission Fee Registration fee Tuition Fee Hostel Accommodation Hostel Registration Summer Orientation Programme Reading Material Number of Scholarships: Not Known Scholarship can be take,N/A,N/A,through the LUMS International Student Programme.,https://scholarship-positions.com/lums-fully-funded-mba-scholarships-international-students-pakistan/2017/09/16/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:25:30.776433
"NEH Senior Research Fellowship Program in Humanities, 2023",General,International,"The Council of American Overseas Research Centers (CAORC) is now accepting applications for NEH Senior Research Fellowship Program in the humanities. The US, as well as foreign nationals, are eligible to apply for this fellowship program. The Council of American Overseas Research Centers (CAORC) is a private not-for-profit federation of independent overseas research centers that promote advanced research. NEH Senior Research Fellowship Program in Humanities, 2023","The US, as well as foreign nationals, are eligible to apply for this fellowship program",Rs. 500,N/A,for this fellowship program.,https://scholarship-positions.com/caorc-neh-senior-research-fellowship-program-for-foreign-students/2017/09/07/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,83.33,2025-11-23T16:25:45.614228
"Shahid Hussain Foundation Scholarships for International Students in Pakistan, 2020",Talent-Based,International,"The Lahore University of Management Sciences is now accepting applications for Shahid Hussain Foundation Scholarships for international students in Pakistan. These scholarships are available for international undergraduate students for Fall 2020 admissions. The LUMS aims to increase induction of international students. The Shahid Hussain Foundation scholarships, established recently, will help LUMS to achieve its goals of reaching out to bright, international talent. Summary","Number of Scholarships: Not Known Scholarship can be taken in Pakistan Eligibility In order to be eligible for the scholarship, applicant Must meet the minimum academic criteria for admission; The a",N/A,N/A,"To avail this scholarship, applicants are required to apply to LUMS through the LUMS Online Admissi",https://scholarship-positions.com/lums-international-students-scholarship-undergraduates-pakistan/2017/09/05/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:25:58.401793
"President Asia Scholarship at Academia Higher Education Colleges in Slovenia, 2017",Merit-Based,International,Applications are invited from suitably qualified candidates for President’s Asia Scholarship. These scholarships are available to pursue undergraduate degree in Mechanical Engineering The main purpose of the scholarships is to support Asian international students to complete a Mechanical Engineering Diploma programme at Academic Higher Education Colleges. Summary,Scholarship can be taken in Slovenia Eligibility: Applicants must meet the following eligibility requirements: Top International student from Asia Studying an equivalent to Slovenian Year 12 or IB in,N/A,N/A,Application is made to the International Admissions Office.,https://scholarship-positions.com/presidents-asia-scholarship-academia-higher-education-colleges-slovenia/2017/09/04/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:26:11.136447
"Japanese Grant for Sri Lankan Students, 2018",Grant/Bursary,Sri Lanka,The Japan International Cooperation Center (JICE) is delighted to offer its Japanese Grant to pursue the doctoral degree program. The grant is available for Sri Lankan Students. The grant aims at fostering future leaders who have well-understanding of Japan and are capable of decision making and policy analysis/ assessment with broad perspectives based on their advanced knowledge and expertise. Summary,Brief Description University or Organization: The Japan International Cooperation Center Department: NA Course Level: Doctoral degree program Award: Varies Access Mode: Online Number of Awards: NA Nat,N/A,N/A,for the grant,https://scholarship-positions.com/japanese-grant-sri-lankan-students/2017/08/29/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:26:23.666563
"Embassy Recommendation Scholarship Programme for Sri Lankan Students, 2017",Merit-Based,Sri Lanka,The Korea Advanced Institute of Science and Technology is proud to offer the Embassy Recommendation Scholarship Programme for Sri Lankan students. These scholarships are available to pursue graduate and undergraduate program. The aim of the scholarships is to assist people to pursue further levels of academic study. These scholarships are awarded in the fields offered by the university. Summary,Brief Description University or Organization: The Korea Advanced Institute of Science and Technology Department: NA Course Level: Graduate and Undergraduate program Award: Varies Access Mode: Online N,N/A,N/A,for those opportunities to obtain a letter of recommendation from the Sri Lanka Embassy in the Repub,https://scholarship-positions.com/embassy-recommendation-scholarship-programme-sri-lankan-students/2017/08/29/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:26:37.048421
"International Student Scholarships at Le Cordon Bleu in New Zealand, 2017",Need-Based,Sri Lanka,"The Le Cordon Bleu is now accepting applications for International Student Scholarships allowing them to pursue their culinary dreams. International students who are citizens of the following countries: India, Afghanistan, Bangladesh, Bhutan, Maldives, Nepal, Pakistan, Sri Lanka, and some Middle East countries are welcome to apply. The aim of the scholarship is to provide the financial help you international students to pursue Diploma and Bachelors program. Summary",Brief Description University or Organization: The Le Cordon Bleu Department: NA Course Level: Bachelors program Award: Tuition Fees Access Mode: Online Number of Awards: NA Nationality: International,Rs. 7410,N/A,"How to Apply: To apply, applicants need to the completed enrollment form, and send your application",https://scholarship-positions.com/international-student-scholarships-le-cordon-bleu-in-new-zealand/2017/08/14/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,83.33,2025-11-23T16:26:49.603225
"Deakin University’s STEM International Scholarships in Australia, 2023",General,International,"Do you want to study in Australia? Then you can apply for theSTEMScholarships for international students from selected nationalities at Deakin University. These scholarships are open to students applying forundergraduateandpostgraduatecoursework degrees in Science, Technology, Engineering and Mathematics. Summary",How to Apply How to Apply: All students who apply for eligible courses will be automatically assessed for the scholarship and will be advised of the outcome,Award: 20,N/A,for the STEM Scholarships for international students from selected nationalities at Deakin Universit,https://scholarship-positions.com/deakin-universitys-stem-scholarships-australia/2017/07/15/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,83.33,2025-11-23T16:27:02.323062
"AsiDisi Media Scholarships for Sri Lankan Journalists, 2017",Need-Based,Sri Lanka,Ministry of Finance and Mass Media is inviting Sri Lankan journalists to apply for ‘AsiDisi Media Scholarship Program – 2017’. Scholarships will provide financial assistance for the training courses of journalists. The objective of the scholarship is to upgrade the professionalism of Sri Lankan journalists. Scholarships are available for the training courses of journalists. Scholarships are awarded in the field of journalism. Summary,Should be between 18 – 55 years of age Should possess Media Accreditation issued by the Department of Government Information Sri Lankan journalists are eligible to apply,Award: 50,N/A,for ‘AsiDisi Media Scholarship Program – 2017’. Scholarships will provide financial assistance for,https://scholarship-positions.com/asidisi-media-scholarships-sri-lankan-journalists/2017/07/03/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,83.33,2025-11-23T16:27:15.017528
"Bachelor and Master Scholarships for International Students at FPT University in Vietnam, 2017",Talent-Based,International,FPT University is delighted to announce the availability of 5100 Scholarships for International Students. These are available on the basis of potential to apply for bachelor and master program. The aim of the FPT program is to enable and encourage talented candidates to reach international programs in FPT University Vietnam. Summary,Admission Requirements: To apply for the program applicants must be high school graduate,N/A,N/A,for bachelor and master program.,https://scholarship-positions.com/bachelor-master-scholarships-international-students-fpt-university-vietnam/2017/07/01/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:27:27.489731
"Malaria Consortium Entomology Scholarships for International Students, 2017",General,International,Malaria Consortium in partnership with the Mahidol University is pleased to offer the Entomology Scholarship for international students. This scholarship is available to pursue a two-year Masters’ programme in tropical medicine specialised in medical entomology starting in August 2017. The aim of this scholarship is to support public health entomologist students to help move South and Southeast Asia forward on the path to malaria elimination. Summary,"Number of Scholarships: Not Known Scholarship can be taken in Thailand Eligibility To be eligible for the Scholarship, an applicant must: Applicants must have successfully completed a Bachelor’s deg",N/A,N/A,for the scholarship.,https://scholarship-positions.com/malaria-consortium-entomology-scholarship-international-students/2017/06/24/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:27:41.267261
"Joint NAM S&T Centre – ZMT Research Fellowships in Germany, 2017",General,Unknown,NAM S&T Centre – ZMT Research Fellowships enable promising leaders to pursue research in Germany. These fellowships are available for applicants from developing countries in the field of Tropical Coastal Marine Research. The aim of the fellowships is to promote the fullest possible and mutually beneficial collaboration among scientists and technologists and scientific organizations from non-aligned and other developing countries The Centre for Science and Technology of the Non-aligned and Other,College Admission Requirement Entrance Requirement: Applicants must have a master or an equivalent degree,N/A,N/A,for these fellowships.,https://scholarship-positions.com/joint-nam-st-centre-zmt-research-fellowship-germany/2017/06/13/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:27:53.954381
"JICA Scholarships for Asian Students at Japanese Universities, 2017",General,International,The Japan International Cooperation Agency (JICA) is offering scholarships for students who are studying at ‘partner schools’ in Asian countries. Selected students will come to Japan in around September 2017 to commence master’s or doctor’s programme at participating Japanese Universities. This initiative aims to enhance the circulation of competent human resources between Japan and Asian countries and to promote innovation in the whole Asia. The Japan International Cooperation Agency (JICA) is,"Scholarship can be taken in Japan Eligibility:Applicants must meet the following area for these scholarships: Under 40 years of age (as of September 1st, 2017) Bachelor’s degree (as of September 1st,",N/A,N/A,Each applicant is required to submit the necessary documents by the deadline set by Japanese Univers,https://scholarship-positions.com/jica-scholarships-for-asian-students-japanese-universities/2017/04/22/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:28:07.538729
"10 Fully-Funded Global Health Scholarships at University of Edinburgh in UK, 2017",General,Unknown,"The University of Edinburgh is offering 10 fully funded scholarships for the citizens of developing commonwealth countries. Scholarships are awarded across six online master programmes within the domain of Global Health. The aim of Global Health Academy is to improve global health and make life better for collaborative, interdisciplinary research, education and resource development. The University of Edinburgh, founded in 1582, is the sixth oldest university in the English-speaking world and one",Scholarship can be taken in the UK Eligibility: The scholarships will be awarded to a candidate who is accepted for admission onto an eligible programme and who is a citizen of and resident in one of,N/A,N/A,Applicants who are eligible for these scholarships should apply for one of the six eligible programm,https://scholarship-positions.com/fully-funded-global-health-scholarships-university-of-edinburgh-uk/2017/04/19/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:28:20.344987
"University of York Commonwealth Distance Learning Scholarships in UK, 2020",General,International,"The University of York is providing the Commonwealth Distance Learning Scholarships for international students in the UK. The program is open for students who are a citizen of a developing Commonwealth country, refugee, or British protected person. This award is available to study the master’s degree program at the university. Summary",Language: English Eligibility Eligible Countries: Students from following developing Commonwealth countries can apply for the program,N/A,13 April 2020,"for the program. List of Countries: Anguilla, Antigua and Barbuda, Bangladesh, Barbados, Belize, Ber",https://scholarship-positions.com/university-york-commonwealth-distance-learning-scholarships-uk/2017/03/28/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,83.33,2025-11-23T16:28:33.973750
"SAARC Agriculture Center PhD Scholarship in Bangladesh, 2017",Merit-Based,Unknown,"SAARC Agriculture Centre (SAC) is inviting applications from potential candidates fromdeveloping countrieswho have an interest in PhD study on this particular area. The Scholarship is available to pursue their PhD degree programs in reputed agricultural universities in SAARC Region. SAARC promote new and innovative techniques and systems in agriculture, including production, post-harvest and food processing. SAARC enhance the performances of scientists, technologists, etc. through support in re",Entrance Requirement: Applicants must have a postgraduate degree (MSc/ MS/ MPhil) in agriculture or allied sciences,N/A,N/A,for the scholarship.,https://scholarship-positions.com/saarc-agriculture-center-phd-scholarship-bangladesh/2017/03/18/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:28:46.911506
"Korea National University of Arts Scholarships for Asian Students, 2017",Talent-Based,International,The Korea National University of Arts is inviting applications for Art Major Asian (AMA) Scholarships. Scholarships are available to conduct advanced studies (bachelor’s and master’s degrees) at the University. The objective of the Art Major Asian (AMA) Scholarship Program is to provide Asian students with artistic talent to conduct advanced studies and ability in Korea National University of Arts in order to promote international exchanges in education and mutual friendship between the countrie,"Study Subject: Scholarships are awarded to eligible undergraduate and graduate programmes available in the following Schools: School of Music, School of Drama, School of Film, TV and Multimedia, Schoo",N/A,N/A,for the master’s program must hold a Bachelor’s degree or a diploma that is equivalent to or higher,https://scholarship-positions.com/korea-national-university-arts-scholarship/2017/03/18/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:29:00.483110
"New Zealand Commonwealth Postgraduate Scholarships for Sri Lankan Students, 2017",General,Sri Lanka,"Ministry of Foreign Affairs and Trade (MFAT), New Zealand is now accepting Sri Lanka applications for its Commonwealth Postgraduate Scholarships2017.These scholarships are open to Sri Lanka students for pursuing PhD or masters degree programme. The aim of the scholarship is to provide opportunities to Sri Lankans to pursue advanced courses of study and to undertake research. The Ministry of Foreign Affairs and Trade (MFAT) is the public service department of New Zealand. The ministry represents","Not be married or engaged to be married to a person who holds, or who is eligible to hold, citizenship or permanent residence status of New Zealand, Australia or another developed country, except wher",N/A,N/A,for these scholarships.,https://scholarship-positions.com/new-zealand-commonwealth-postgraduate-scholarships-sri-lankan-students/2017/03/08/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:29:13.285656
"South Asia Foundation Scholarships for International Students at University of Moratuwa in Sri Lanka, 2017",General,Sri Lanka,"The South Asia Foundation (SAF) announces fully paid scholarships at UNESCO Madanjeet Singh Centre for South Asia Water Management (UMCSAWM). Scholarships are available for international students to pursue the one-year (full-time) master degree offered by the Department of Civil Engineering, Faculty of Engineering, University of Moratuwa, Sri Lanka for the 2017/2018 intake. The aim of the course is to provide a specialist training with a firm grounding in the principles, techniques, issues and p",Nationality: Both local and international students are eligible to apply,N/A,N/A,Please submit duly filled-out application forms (Pages 1 ~ 3) with confidential recommendations from,https://scholarship-positions.com/south-asia-foundation-scholarship-international-students-university-moratuwa-sri-lanka/2017/03/02/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:29:26.690597
"Toyohashi University of Technology Scholarships for Asian Students in Japan, 2017",General,Unknown,"The Toyohashi University of Technology is inviting applications for Aichi Scholarship Program. Under this programme, students will enroll in graduate school after six-month research period to study the specialized fields and related subjects that support Aichi’s manufacturing industry. The Toyohashi University of Technology, often abbreviated to Toyohashi Tech, or TUT, is a national engineering university located in Toyohashi, Aichi, Japan. Applicants from outside the home country will often nee","Also, spouses of students currently receiving the scholarship from the Aichi Prefectural Government are not eligible to apply",N/A,N/A,"All application documents must be submitted by email first, then by postal mail.",https://scholarship-positions.com/toyohashi-university-technology-scholarships-asian-students-japan/2017/02/22/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:29:40.167899
"LUMS ADB – Japan Scholarship Program in Pakistan, 2019",Merit-Based,Unknown,"LUMS offers an ADB – Japan Scholarship Program in Pakistan, 2019 for outstanding scholars from the SAARC region. Scholarships are available for pursuing a two-year MBA program at the Suleman Dawood School of Business (SDSB). The Masters of Business Administration (MBA) program at the Suleman Dawood School of Business (SDSB) at LUMS provides an intense and demanding academic experience, involving two years of full-time study. Summary","Number of Scholarships: Not Known Scholarship can be taken in Pakistan Eligibility: In order to be eligible for the scholarship, the applicant Must meet the minimum academic criteria for admission; M",N/A,N/A,through the LUMS International Student Programme.,https://scholarship-positions.com/lums-adb-japan-scholarship-program-in-pakistan-2019/2017/02/03/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:29:53.925481
"Master of Human Rights and Democratisation Scholarships for Asia Pacific Region, 2017-2018",Merit-Based,Unknown,"The Master of Human Rights and Democratization (Asia Pacific) (APMA Program), hosted at Mahidol University’s Institute of Human Rights and Peace Studies (IHRP), is now accepting applications for the 2017-2018 academic year. There will be approximately 20 scholarships available for applicants from the Asia-Pacific region.2017-2018 academic year. There will be approximately 20 scholarships available for applicants from the Asia-Pacific region. The Institute of Human Rights and Peace Studies (IHRP)","Eligibility: In order to be eligible for the APMA applicants must hold a Bachelor’s degree in any field, with a minimum GPA of 2",N/A,N/A,Applicants can be sent via email or by post. All applicants must also include the following document,https://scholarship-positions.com/master-human-rights-democratisation-scholarships-asia-pacific-region/2016/12/30/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:30:09.065595
"Nottingham Trent University International Undergraduate Scholarships in UK, 2024",General,International,If you are looking for an undergraduate course then Nottingham Trent University is a great place to learn. The university is offering undergraduate scholarships forInternationaland European Union (EU) students. These opportunities are available for students who have received an offer to study a full-timeundergraduatecourse in January or September 2024. Summary,"Application Deadline: Wednesday 31 January 2024, 16:00 GMT Wednesday 28 February 2024, 16:00 GMT Wednesday 10 April 2024, 16:00 GMT Wednesday 1 May 2024, 16:00 GMT Wednesday 26 June 2024, 16:00 GMT",N/A,N/A,"How to apply: To be considered for this undergraduate course, candidates need to take admission at t",https://scholarship-positions.com/nottingham-trent-university-international-engineering-scholarships-uk/2016/12/27/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:30:21.887147
"British Council IELTS Scholarships in Sri Lanka, 2019",General,Sri Lanka,The British Council is offering IELTS scholarships for Sri Lankan students. These are available for pursuingundergraduate and postgraduate programs to study abroad. This is a program aimed at IELTS candidates of the British Council hoping to study abroad. The candidate must have an IELTS overall band score of 6 or above to be eligible to apply. Summary,The candidate must have an IELTS overall band score of 6 or above to be eligible to apply,N/A,N/A,for these scholarships.,https://scholarship-positions.com/british-council-ielts-scholarships-in-sri-lanka/2016/12/26/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:30:37.238925
"University of Sheffield International Undergraduate Scholarships in UK, 2023",Merit-Based,International,"The University of Sheffield is pleased to announce the International MeritUndergraduatescholarships for brilliant candidates in the UK. The scholarships will be awarded on the basis of academic merit and the supporting statement. TheUniversity of Sheffieldis a public research university in Sheffield, South Yorkshire, England. It received its royal charter in 1905 as the successor to the University College of Sheffield, which was established in 1897 by the merger of Sheffield Medical School, Firt",All undergraduate degree courses are eligible with the exceptions of Medicine (A100/A101) and Dentistry (A200),N/A,N/A,You have to enroll in the bachelor’s degree coursework at the university.,https://scholarship-positions.com/international-merit-undergraduate-scholarships-university-sheffield-uk/2016/11/10/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:30:50.578512
"University of Sheffield Scholarships for International Students in UK, 2020",Merit-Based,International,"The University of Sheffield is offering International Undergraduate Merit Scholarship for the high-potential applicants. University of Sheffield Scholarships is open to all internationalundergraduatestudents starting their studies in 2020. The University of Sheffield is a public research university in Sheffield, South Yorkshire, England. It received its royal charter in 1905 as the successor to the University College of Sheffield, which was established in 1897 by the merger of SheffieldMedicalSc",All undergraduate degree courses are eligible with the exceptions of Medicine (A100/A101) and Dentistry (A200),N/A,N/A,for undergraduate scholarships.,https://scholarship-positions.com/university-of-sheffield-scholarships/2016/11/05/,Scholarship Positions,https://scholarship-positions.com/category/sri-lanka-scholarships/,66.67,2025-11-23T16:31:03.707039
